Time_Index,Demand_Ethanol,Demand_Zero ,Demand_Electricity,Demand_Hydrogen,Demand_Ammonia,Demand_Biomethane,Demand_Gasoline,Demand_GreenDiesel
131,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
132,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
133,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
134,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
135,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
136,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
137,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
138,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
139,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
140,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
141,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
142,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
143,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
144,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
145,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
146,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
147,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
148,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
149,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
150,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
151,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
152,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
153,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
154,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
155,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
156,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
157,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
158,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
159,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
160,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
161,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
162,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
163,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
164,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
165,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
166,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
167,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
168,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
169,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
170,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
171,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
172,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
173,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
174,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
175,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
176,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
177,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
178,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
179,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
180,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
181,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
182,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
183,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
184,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
185,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
186,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
187,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
188,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
189,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
190,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
191,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
192,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
193,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
194,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
195,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
196,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
197,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
198,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
199,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
200,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
201,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
202,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
203,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
204,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
205,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
206,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
207,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
208,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
209,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
210,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
211,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
212,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
213,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
214,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
215,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
216,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
217,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
218,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
219,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
220,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
221,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
222,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
223,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
224,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
225,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
226,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
227,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
228,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
229,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
230,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
231,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
232,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
233,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
234,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
235,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
236,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
237,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
238,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
239,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
240,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
241,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
242,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
243,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
244,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
245,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
246,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
247,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
248,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
249,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
250,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
251,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
252,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
253,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
254,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
255,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
256,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
257,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
258,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
259,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
260,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
261,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
262,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
263,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
264,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
265,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
266,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
267,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
268,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
269,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
270,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
271,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
272,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
273,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
274,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
275,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
276,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
277,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
278,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
279,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
280,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
281,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
282,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
283,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
284,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
285,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
286,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
287,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
288,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
289,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
290,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
291,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
292,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
293,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
294,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
295,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
296,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
297,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
298,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
299,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
300,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
301,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
302,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
303,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
304,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
305,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
306,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
307,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
308,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
309,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
310,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
311,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
312,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
313,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
314,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
315,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
316,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
317,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
318,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
319,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
320,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
321,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
322,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
323,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
324,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
325,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
326,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
327,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
328,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
329,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
330,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
331,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
332,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
333,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
334,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
335,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
336,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
337,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
338,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
339,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
340,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
341,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
342,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
343,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
344,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
345,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
346,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
347,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
348,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
349,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
350,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
351,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
352,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
353,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
354,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
355,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
356,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
357,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
358,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
359,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
360,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
361,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
362,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
363,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
364,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
365,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
366,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
367,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
368,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
369,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
370,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
371,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
372,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
373,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
374,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
375,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
376,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
377,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
378,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
379,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
380,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
381,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
382,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
383,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
384,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
385,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
386,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
387,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
388,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
389,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
390,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
391,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
392,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
393,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
394,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
395,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
396,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
397,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
398,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
399,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
400,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
401,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
402,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
403,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
404,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
405,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
406,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
407,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
408,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
409,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
410,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
411,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
412,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
413,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
414,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
415,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
416,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
417,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
418,344.18,0,108.01,61.75,61.75,41.67,473.06,2471.46
