Time_Index,Demand_Ethanol,Demand_Zero ,Demand_Electricity,Demand_Hydrogen,Demand_Ammonia,Demand_Biomethane,Demand_Gasoline,Demand_GreenDiesel
91,1000,0,20000,2250,2250,500,12000,2000
92,1000,0,20000,2250,2000,500,12000,2000
93,1000,0,20000,2250,2000,500,12000,2000
94,1000,0,20000,2250,2000,500,12000,2000
95,1000,0,20000,2250,2000,500,12000,2000
96,1000,0,20000,2250,2000,500,12000,2000
97,1000,0,20000,2250,2000,500,12000,2000
98,1000,0,20000,2250,2000,500,12000,2000
99,1000,0,20000,2250,2000,500,12000,2000
100,1000,0,20000,2250,2000,500,12000,2000
101,1000,0,20000,2250,2000,500,12000,2000
102,1000,0,20000,2250,2000,500,12000,2000
103,1000,0,20000,2250,2000,500,12000,2000
104,1000,0,20000,2250,2000,500,12000,2000
105,1000,0,20000,2250,2000,500,12000,2000
106,1000,0,20000,2250,2000,500,12000,2000
107,1000,0,20000,2250,2000,500,12000,2000
108,1000,0,20000,2250,1000,500,12000,2000
109,1000,0,20000,2250,1000,500,12000,2000
110,1000,0,20000,2250,1000,500,12000,2000
111,1000,0,20000,2250,1000,500,12000,2000
112,1000,0,20000,2250,1000,500,12000,2000
113,1000,0,20000,2250,1000,500,12000,2000
114,1000,0,20000,2250,1000,500,12000,2000
115,1000,0,20000,2250,1000,500,12000,2000
116,1000,0,20000,2250,1000,500,12000,2000
117,1000,0,20000,2250,1000,500,12000,2000
118,1000,0,20000,2250,1000,500,12000,2000
119,1000,0,20000,2250,2250,500,12000,2000
120,1000,0,20000,2250,2250,500,12000,2000
121,1000,0,20000,2250,2250,500,12000,2000
122,1000,0,20000,2250,2250,500,12000,2000
123,1000,0,20000,2250,2250,500,12000,2000
124,1000,0,20000,2250,2250,500,12000,2000
125,1000,0,20000,2250,2250,500,12000,2000
126,1000,0,20000,2250,2250,500,12000,2000
127,1000,0,20000,2250,2250,500,12000,2000
128,1000,0,20000,2250,2250,500,12000,2000
129,1000,0,20000,2250,2250,500,12000,2000
130,1000,0,20000,2250,2250,500,12000,2000
131,1000,0,20000,2250,2250,500,12000,2000
132,1000,0,20000,2250,2250,500,12000,2000
133,1000,0,20000,2250,2250,500,12000,2000
134,1000,0,20000,2250,2250,500,12000,2000
135,1000,0,20000,2250,2250,500,12000,2000
136,1000,0,20000,2250,2250,500,12000,2000
137,1000,0,20000,2250,2250,500,12000,2000
138,1000,0,20000,2250,2250,500,12000,2000
139,1000,0,20000,2250,2250,500,12000,2000
140,1000,0,20000,2250,2000,500,12000,2000
141,1000,0,20000,2250,2000,500,12000,2000
142,1000,0,20000,2250,2000,500,12000,2000
143,1000,0,20000,2250,2000,500,12000,2000
144,1000,0,20000,2250,2000,500,12000,2000
145,1000,0,20000,2250,2000,500,12000,2000
146,1000,0,20000,2250,2000,500,12000,2000
147,1000,0,20000,2250,2000,500,12000,2000
148,1000,0,20000,2250,2000,500,12000,2000
149,1000,0,20000,2250,2000,500,12000,2000
150,1000,0,20000,2250,2000,500,12000,2000
151,1000,0,20000,2250,2000,500,12000,2000
152,1000,0,20000,2250,2000,500,12000,2000
153,1000,0,20000,2250,2000,500,12000,2000
154,1000,0,20000,2250,2000,500,12000,2000
155,1000,0,20000,2250,2000,500,12000,2000
156,1000,0,20000,2250,2000,500,12000,2000
157,1000,0,20000,2250,2000,500,12000,2000
158,1000,0,20000,2250,2000,500,12000,2000
159,1000,0,20000,2250,2000,500,12000,2000
160,1000,0,20000,2250,2000,500,12000,2000
161,1000,0,20000,2250,2000,500,12000,2000
162,1000,0,20000,2250,2000,500,12000,2000
163,1000,0,20000,2250,2000,500,12000,2000
164,1000,0,20000,2250,2000,500,12000,2000
165,1000,0,20000,2250,1000,500,12000,2000
166,1000,0,20000,2250,1000,500,12000,2000
167,1000,0,20000,2250,1000,500,12000,2000
168,1000,0,20000,2250,1000,500,12000,2000
169,1000,0,20000,2250,1000,500,12000,2000
170,1000,0,20000,2250,1000,500,12000,2000
171,1000,0,20000,2250,1000,500,12000,2000
172,1000,0,20000,2250,1000,500,12000,2000
173,1000,0,20000,2250,1000,500,12000,2000
174,1000,0,20000,2250,1000,500,12000,2000
175,1000,0,20000,2250,1000,500,12000,2000
176,1000,0,20000,2250,1000,500,12000,2000
177,1000,0,20000,2250,1000,500,12000,2000
178,1000,0,20000,2250,1000,500,12000,2000
179,1000,0,20000,2250,1000,500,12000,2000
180,1000,0,20000,2250,1000,500,12000,2000
181,1000,0,20000,2250,1000,500,12000,2000
182,1000,0,20000,2250,1000,500,12000,2000
183,1000,0,20000,2250,1000,500,12000,2000
184,1000,0,20000,2250,1000,500,12000,2000
185,1000,0,20000,2250,1000,500,12000,2000
186,1000,0,20000,2250,1000,500,12000,2000
187,1000,0,20000,2250,1000,500,12000,2000
188,1000,0,20000,2250,1000,500,12000,2000
189,1000,0,20000,2250,3215,500,12000,2000
190,1000,0,20000,2250,3215,500,12000,2000
191,1000,0,20000,2250,3215,500,12000,2000
192,1000,0,20000,2250,3215,500,12000,2000
193,1000,0,20000,2250,3215,500,12000,2000
194,1000,0,20000,2250,3215,500,12000,2000
195,1000,0,20000,2250,3215,500,12000,2000
196,1000,0,20000,2250,3215,500,12000,2000
197,1000,0,20000,2250,3215,500,12000,2000
198,1000,0,20000,2250,3215,500,12000,2000
199,1000,0,20000,2250,3215,500,12000,2000
200,1000,0,20000,2250,3215,500,12000,2000
201,1000,0,20000,2250,3215,500,12000,2000
202,1000,0,20000,2250,3215,500,12000,2000
203,1000,0,20000,2250,3215,500,12000,2000
204,1000,0,20000,2250,3215,500,12000,2000
205,1000,0,20000,2250,3215,500,12000,2000
206,1000,0,20000,2250,3215,500,12000,2000
207,1000,0,20000,2250,3215,500,12000,2000
208,1000,0,20000,2250,3215,500,12000,2000
209,1000,0,20000,2250,3215,500,12000,2000
210,1000,0,20000,2250,3215,500,12000,2000
211,1000,0,20000,2250,3215,500,12000,2000
212,1000,0,20000,2250,3215,500,12000,2000
213,1000,0,20000,2250,3215,500,12000,2000
214,1000,0,20000,2250,3215,500,12000,2000
215,1000,0,20000,2250,3215,500,12000,2000
216,1000,0,20000,2250,3215,500,12000,2000
217,1000,0,20000,2250,3215,500,12000,2000
218,1000,0,20000,2250,3215,500,12000,2000
219,1000,0,20000,2250,3215,500,12000,2000
220,1000,0,20000,2250,3215,500,12000,2000
221,1000,0,20000,2250,3215,500,12000,2000
222,1000,0,20000,2250,3215,500,12000,2000
223,1000,0,20000,2250,3215,500,12000,2000
224,1000,0,20000,2250,3215,500,12000,2000
225,1000,0,20000,2250,3215,500,12000,2000
226,1000,0,20000,2250,3215,500,12000,2000
227,1000,0,20000,2250,3215,500,12000,2000
228,1000,0,20000,2250,3215,500,12000,2000
229,1000,0,20000,2250,3215,500,12000,2000
230,1000,0,20000,2250,3215,500,12000,2000
231,1000,0,20000,2250,3215,500,12000,2000
232,1000,0,20000,2250,3215,500,12000,2000
233,1000,0,20000,2250,3215,500,12000,2000
234,1000,0,20000,2250,3215,500,12000,2000
235,1000,0,20000,2250,3215,500,12000,2000
236,1000,0,20000,2250,3215,500,12000,2000
237,1000,0,20000,2250,3215,500,12000,2000
238,1000,0,20000,2250,3215,500,12000,2000
239,1000,0,20000,2250,3215,500,12000,2000
240,1000,0,20000,2250,3215,500,12000,2000
241,1000,0,20000,2250,3215,500,12000,2000
242,1000,0,20000,2250,3215,500,12000,2000
243,1000,0,20000,2250,3215,500,12000,2000
244,1000,0,20000,2250,3215,500,12000,2000
245,1000,0,20000,2250,3215,500,12000,2000
246,1000,0,20000,2250,3215,500,12000,2000
247,1000,0,20000,2250,3215,500,12000,2000
248,1000,0,20000,2250,3215,500,12000,2000
249,1000,0,20000,2250,3215,500,12000,2000
250,1000,0,20000,2250,3215,500,12000,2000
251,1000,0,20000,2250,3215,500,12000,2000
252,1000,0,20000,2250,3215,500,12000,2000
253,1000,0,20000,2250,3215,500,12000,2000
254,1000,0,20000,2250,3215,500,12000,2000
255,1000,0,20000,2250,3215,500,12000,2000
256,1000,0,20000,2250,3215,500,12000,2000
257,1000,0,20000,2250,3215,500,12000,2000
258,1000,0,20000,2250,3215,500,12000,2000
259,1000,0,20000,2250,3215,500,12000,2000
260,1000,0,20000,2250,3215,500,12000,2000
261,1000,0,20000,2250,3215,500,12000,2000
262,1000,0,20000,2250,3215,500,12000,2000
263,1000,0,20000,2250,3215,500,12000,2000
264,1000,0,20000,2250,3215,500,12000,2000
265,1000,0,20000,2250,3215,500,12000,2000
266,1000,0,20000,2250,3215,500,12000,2000
267,1000,0,20000,2250,3215,500,12000,2000
268,1000,0,20000,2250,3215,500,12000,2000
269,1000,0,20000,2250,3215,500,12000,2000
270,1000,0,20000,2250,3215,500,12000,2000
271,1000,0,20000,2250,3215,500,12000,2000
272,1000,0,20000,2250,3215,500,12000,2000
273,1000,0,20000,2250,3215,500,12000,2000
274,1000,0,20000,2250,3215,500,12000,2000
275,1000,0,20000,2250,3215,500,12000,2000
276,1000,0,20000,2250,3215,500,12000,2000
277,1000,0,20000,2250,3215,500,12000,2000
278,1000,0,20000,2250,3215,500,12000,2000
279,1000,0,20000,2250,3215,500,12000,2000
280,1000,0,20000,2250,3215,500,12000,2000
281,1000,0,20000,2250,3215,500,12000,2000
282,1000,0,20000,2250,3215,500,12000,2000
283,1000,0,20000,2250,3215,500,12000,2000
284,1000,0,20000,2250,3215,500,12000,2000
285,1000,0,20000,2250,3215,500,12000,2000
286,1000,0,20000,2250,3215,500,12000,2000
287,1000,0,20000,2250,3215,500,12000,2000
288,1000,0,20000,2250,3215,500,12000,2000
289,1000,0,20000,2250,3215,500,12000,2000
290,1000,0,20000,2250,3215,500,12000,2000
291,1000,0,20000,2250,3215,500,12000,2000
292,1000,0,20000,2250,3215,500,12000,2000
293,1000,0,20000,2250,3215,500,12000,2000
294,1000,0,20000,2250,3215,500,12000,2000
295,1000,0,20000,2250,3215,500,12000,2000
296,1000,0,20000,2250,3215,500,12000,2000
297,1000,0,20000,2250,3215,500,12000,2000
298,1000,0,20000,2250,3215,500,12000,2000
299,1000,0,20000,2250,3215,500,12000,2000
300,1000,0,20000,2250,3215,500,12000,2000
301,1000,0,20000,2250,3215,500,12000,2000
302,1000,0,20000,2250,3215,500,12000,2000
303,1000,0,20000,2250,3215,500,12000,2000
304,1000,0,20000,2250,3215,500,12000,2000
305,1000,0,20000,2250,3215,500,12000,2000
306,1000,0,20000,2250,3215,500,12000,2000
307,1000,0,20000,2250,3215,500,12000,2000
308,1000,0,20000,2250,3215,500,12000,2000
309,1000,0,20000,2250,3215,500,12000,2000
310,1000,0,20000,2250,3215,500,12000,2000
311,1000,0,20000,2250,3215,500,12000,2000
312,1000,0,20000,2250,3215,500,12000,2000
313,1000,0,20000,2250,3215,500,12000,2000
314,1000,0,20000,2250,3215,500,12000,2000
315,1000,0,20000,2250,3215,500,12000,2000
316,1000,0,20000,2250,3215,500,12000,2000
317,1000,0,20000,2250,3215,500,12000,2000
318,1000,0,20000,2250,3215,500,12000,2000
319,1000,0,20000,2250,3215,500,12000,2000
320,1000,0,20000,2250,3215,500,12000,2000
321,1000,0,20000,2250,3215,500,12000,2000
322,1000,0,20000,2250,3215,500,12000,2000
323,1000,0,20000,2250,3215,500,12000,2000
324,1000,0,20000,2250,3215,500,12000,2000
325,1000,0,20000,2250,3215,500,12000,2000
326,1000,0,20000,2250,3215,500,12000,2000
327,1000,0,20000,2250,3215,500,12000,2000
328,1000,0,20000,2250,3215,500,12000,2000
329,1000,0,20000,2250,3215,500,12000,2000
330,1000,0,20000,2250,3215,500,12000,2000
331,1000,0,20000,2250,3215,500,12000,2000
332,1000,0,20000,2250,3215,500,12000,2000
333,1000,0,20000,2250,3215,500,12000,2000
334,1000,0,20000,2250,3215,500,12000,2000
335,1000,0,20000,2250,3215,500,12000,2000
336,1000,0,20000,2250,3215,500,12000,2000
337,1000,0,20000,2250,3215,500,12000,2000
338,1000,0,20000,2250,3215,500,12000,2000
339,1000,0,20000,2250,3215,500,12000,2000
340,1000,0,20000,2250,3215,500,12000,2000
341,1000,0,20000,2250,3215,500,12000,2000
342,1000,0,20000,2250,3215,500,12000,2000
343,1000,0,20000,2250,3215,500,12000,2000
344,1000,0,20000,2250,3215,500,12000,2000
345,1000,0,20000,2250,3215,500,12000,2000
346,1000,0,20000,2250,3215,500,12000,2000
347,1000,0,20000,2250,3215,500,12000,2000
348,1000,0,20000,2250,3215,500,12000,2000
349,1000,0,20000,2250,3215,500,12000,2000
350,1000,0,20000,2250,3215,500,12000,2000
351,1000,0,20000,2250,3215,500,12000,2000
352,1000,0,20000,2250,3215,500,12000,2000
353,1000,0,20000,2250,3215,500,12000,2000
354,1000,0,20000,2250,3215,500,12000,2000
355,1000,0,20000,2250,3215,500,12000,2000
356,1000,0,20000,2250,3215,500,12000,2000
357,1000,0,20000,2250,3215,500,12000,2000
358,1000,0,20000,2250,3215,500,12000,2000
359,1000,0,20000,2250,3215,500,12000,2000
360,1000,0,20000,2250,3215,500,12000,2000
361,1000,0,20000,2250,3215,500,12000,2000
362,1000,0,20000,2250,3215,500,12000,2000
363,1000,0,20000,2250,3215,500,12000,2000
364,1000,0,20000,2250,3215,500,12000,2000
365,1000,0,20000,2250,3215,500,12000,2000
366,1000,0,20000,2250,3215,500,12000,2000
367,1000,0,20000,2250,3215,500,12000,2000
368,1000,0,20000,2250,3215,500,12000,2000
369,1000,0,20000,2250,3215,500,12000,2000
370,1000,0,20000,2250,3215,500,12000,2000
371,1000,0,20000,2250,3215,500,12000,2000
372,1000,0,20000,2250,3215,500,12000,2000
373,1000,0,20000,2250,3215,500,12000,2000
374,1000,0,20000,2250,3215,500,12000,2000
375,1000,0,20000,2250,3215,500,12000,2000
376,1000,0,20000,2250,3215,500,12000,2000
377,1000,0,20000,2250,3215,500,12000,2000
378,1000,0,20000,2250,3215,500,12000,2000
379,1000,0,20000,2250,3215,500,12000,2000
380,1000,0,20000,2250,3215,500,12000,2000
381,1000,0,20000,2250,3215,500,12000,2000
382,1000,0,20000,2250,3215,500,12000,2000
383,1000,0,20000,2250,3215,500,12000,2000
384,1000,0,20000,2250,3215,500,12000,2000
385,1000,0,20000,2250,3215,500,12000,2000
386,1000,0,20000,2250,3215,500,12000,2000
387,1000,0,20000,2250,3215,500,12000,2000
388,1000,0,20000,2250,3215,500,12000,2000
389,1000,0,20000,2250,3215,500,12000,2000
390,1000,0,20000,2250,3215,500,12000,2000
391,1000,0,20000,2250,3215,500,12000,2000
392,1000,0,20000,2250,3215,500,12000,2000
393,1000,0,20000,2250,3215,500,12000,2000
394,1000,0,20000,2250,3215,500,12000,2000
395,1000,0,20000,2250,3215,500,12000,2000
396,1000,0,20000,2250,3215,500,12000,2000
397,1000,0,20000,2250,3215,500,12000,2000
398,1000,0,20000,2250,3215,500,12000,2000
399,1000,0,20000,2250,3215,500,12000,2000
400,1000,0,20000,2250,3215,500,12000,2000
401,1000,0,20000,2250,3215,500,12000,2000
402,1000,0,20000,2250,3215,500,12000,2000
403,1000,0,20000,2250,3215,500,12000,2000
404,1000,0,20000,2250,3215,500,12000,2000
405,1000,0,20000,2250,3215,500,12000,2000
406,1000,0,20000,2250,3215,500,12000,2000
407,1000,0,20000,2250,3215,500,12000,2000
408,1000,0,20000,2250,3215,500,12000,2000
409,1000,0,20000,2250,3215,500,12000,2000
410,1000,0,20000,2250,3215,500,12000,2000
411,1000,0,20000,2250,3215,500,12000,2000
412,1000,0,20000,2250,3215,500,12000,2000
413,1000,0,20000,2250,3215,500,12000,2000
414,1000,0,20000,2250,3215,500,12000,2000
415,1000,0,20000,2250,3215,500,12000,2000
416,1000,0,20000,2250,3215,500,12000,2000
417,1000,0,20000,2250,3215,500,12000,2000
418,1000,0,20000,2250,3215,500,12000,2000
419,1000,0,20000,2250,3215,500,12000,2000
420,1000,0,20000,2250,3215,500,12000,2000
421,1000,0,20000,2250,3215,500,12000,2000
422,1000,0,20000,2250,3215,500,12000,2000
423,1000,0,20000,2250,3215,500,12000,2000
424,1000,0,20000,2250,3215,500,12000,2000
425,1000,0,20000,2250,3215,500,12000,2000
426,1000,0,20000,2250,3215,500,12000,2000
427,1000,0,20000,2250,3215,500,12000,2000
428,1000,0,20000,2250,3215,500,12000,2000
429,1000,0,20000,2250,3215,500,12000,2000
430,1000,0,20000,2250,3215,500,12000,2000
431,1000,0,20000,2250,3215,500,12000,2000
432,1000,0,20000,2250,3215,500,12000,2000
433,1000,0,20000,2250,3215,500,12000,2000
434,1000,0,20000,2250,3215,500,12000,2000
435,1000,0,20000,2250,3215,500,12000,2000
436,1000,0,20000,2250,3215,500,12000,2000
437,1000,0,20000,2250,3215,500,12000,2000
438,1000,0,20000,2250,3215,500,12000,2000
439,1000,0,20000,2250,3215,500,12000,2000
440,1000,0,20000,2250,3215,500,12000,2000
441,1000,0,20000,2250,3215,500,12000,2000
442,1000,0,20000,2250,3215,500,12000,2000
443,1000,0,20000,2250,3215,500,12000,2000
444,1000,0,20000,2250,3215,500,12000,2000
445,1000,0,20000,2250,3215,500,12000,2000
446,1000,0,20000,2250,3215,500,12000,2000
447,1000,0,20000,2250,3215,500,12000,2000
448,1000,0,20000,2250,3215,500,12000,2000
449,1000,0,20000,2250,3215,500,12000,2000
450,1000,0,20000,2250,3215,500,12000,2000
451,1000,0,20000,2250,3215,500,12000,2000
452,1000,0,20000,2250,3215,500,12000,2000
453,1000,0,20000,2250,3215,500,12000,2000
454,1000,0,20000,2250,3215,500,12000,2000
455,1000,0,20000,2250,3215,500,12000,2000
456,1000,0,20000,2250,3215,500,12000,2000
457,1000,0,20000,2250,3215,500,12000,2000
458,1000,0,20000,2250,3215,500,12000,2000
459,1000,0,20000,2250,3215,500,12000,2000
460,1000,0,20000,2250,3215,500,12000,2000
461,1000,0,20000,2250,3215,500,12000,2000
462,1000,0,20000,2250,3215,500,12000,2000
463,1000,0,20000,2250,3215,500,12000,2000
464,1000,0,20000,2250,3215,500,12000,2000
465,1000,0,20000,2250,3215,500,12000,2000
466,1000,0,20000,2250,3215,500,12000,2000
467,1000,0,20000,2250,3215,500,12000,2000
468,1000,0,20000,2250,3215,500,12000,2000
469,1000,0,20000,2250,3215,500,12000,2000
470,1000,0,20000,2250,3215,500,12000,2000
471,1000,0,20000,2250,3215,500,12000,2000
472,1000,0,20000,2250,3215,500,12000,2000
473,1000,0,20000,2250,3215,500,12000,2000
474,1000,0,20000,2250,3215,500,12000,2000
475,1000,0,20000,2250,3215,500,12000,2000
476,1000,0,20000,2250,3215,500,12000,2000
477,1000,0,20000,2250,3215,500,12000,2000
478,1000,0,20000,2250,3215,500,12000,2000
479,1000,0,20000,2250,3215,500,12000,2000
480,1000,0,20000,2250,3215,500,12000,2000
481,1000,0,20000,2250,3215,500,12000,2000
482,1000,0,20000,2250,3215,500,12000,2000
483,1000,0,20000,2250,3215,500,12000,2000
484,1000,0,20000,2250,3215,500,12000,2000
485,1000,0,20000,2250,3215,500,12000,2000
486,1000,0,20000,2250,3215,500,12000,2000
487,1000,0,20000,2250,3215,500,12000,2000
488,1000,0,20000,2250,3215,500,12000,2000
489,1000,0,20000,2250,3215,500,12000,2000
490,1000,0,20000,2250,3215,500,12000,2000
491,1000,0,20000,2250,3215,500,12000,2000
492,1000,0,20000,2250,3215,500,12000,2000
493,1000,0,20000,2250,3215,500,12000,2000
494,1000,0,20000,2250,3215,500,12000,2000
495,1000,0,20000,2250,3215,500,12000,2000
496,1000,0,20000,2250,3215,500,12000,2000
497,1000,0,20000,2250,3215,500,12000,2000
498,1000,0,20000,2250,3215,500,12000,2000
499,1000,0,20000,2250,3215,500,12000,2000
500,1000,0,20000,2250,3215,500,12000,2000
501,1000,0,20000,2250,3215,500,12000,2000
502,1000,0,20000,2250,3215,500,12000,2000
503,1000,0,20000,2250,3215,500,12000,2000
504,1000,0,20000,2250,3215,500,12000,2000
505,1000,0,20000,2250,3215,500,12000,2000
506,1000,0,20000,2250,3215,500,12000,2000
507,1000,0,20000,2250,3215,500,12000,2000
508,1000,0,20000,2250,3215,500,12000,2000
509,1000,0,20000,2250,3215,500,12000,2000
510,1000,0,20000,2250,3215,500,12000,2000
511,1000,0,20000,2250,3215,500,12000,2000
512,1000,0,20000,2250,3215,500,12000,2000
513,1000,0,20000,2250,3215,500,12000,2000
514,1000,0,20000,2250,3215,500,12000,2000
515,1000,0,20000,2250,3215,500,12000,2000
516,1000,0,20000,2250,3215,500,12000,2000
517,1000,0,20000,2250,3215,500,12000,2000
518,1000,0,20000,2250,3215,500,12000,2000
519,1000,0,20000,2250,3215,500,12000,2000
520,1000,0,20000,2250,3215,500,12000,2000
521,1000,0,20000,2250,3215,500,12000,2000
522,1000,0,20000,2250,3215,500,12000,2000
523,1000,0,20000,2250,3215,500,12000,2000
524,1000,0,20000,2250,3215,500,12000,2000
525,1000,0,20000,2250,3215,500,12000,2000
526,1000,0,20000,2250,3215,500,12000,2000
527,1000,0,20000,2250,3215,500,12000,2000
528,1000,0,20000,2250,3215,500,12000,2000
529,1000,0,20000,2250,3215,500,12000,2000
530,1000,0,20000,2250,3215,500,12000,2000
531,1000,0,20000,2250,3215,500,12000,2000
532,1000,0,20000,2250,3215,500,12000,2000
533,1000,0,20000,2250,3215,500,12000,2000
534,1000,0,20000,2250,3215,500,12000,2000
535,1000,0,20000,2250,3215,500,12000,2000
536,1000,0,20000,2250,3215,500,12000,2000
537,1000,0,20000,2250,3215,500,12000,2000
538,1000,0,20000,2250,3215,500,12000,2000
539,1000,0,20000,2250,3215,500,12000,2000
540,1000,0,20000,2250,3215,500,12000,2000
541,1000,0,20000,2250,3215,500,12000,2000
542,1000,0,20000,2250,3215,500,12000,2000
543,1000,0,20000,2250,3215,500,12000,2000
544,1000,0,20000,2250,3215,500,12000,2000
545,1000,0,20000,2250,3215,500,12000,2000
546,1000,0,20000,2250,3215,500,12000,2000
547,1000,0,20000,2250,3215,500,12000,2000
548,1000,0,20000,2250,3215,500,12000,2000
549,1000,0,20000,2250,3215,500,12000,2000
550,1000,0,20000,2250,3215,500,12000,2000
551,1000,0,20000,2250,3215,500,12000,2000
552,1000,0,20000,2250,3215,500,12000,2000
553,1000,0,20000,2250,3215,500,12000,2000
554,1000,0,20000,2250,3215,500,12000,2000
555,1000,0,20000,2250,3215,500,12000,2000
556,1000,0,20000,2250,3215,500,12000,2000
557,1000,0,20000,2250,3215,500,12000,2000
558,1000,0,20000,2250,3215,500,12000,2000
559,1000,0,20000,2250,3215,500,12000,2000
560,1000,0,20000,2250,3215,500,12000,2000
561,1000,0,20000,2250,3215,500,12000,2000
562,1000,0,20000,2250,3215,500,12000,2000
563,1000,0,20000,2250,3215,500,12000,2000
564,1000,0,20000,2250,3215,500,12000,2000
565,1000,0,20000,2250,3215,500,12000,2000
566,1000,0,20000,2250,3215,500,12000,2000
567,1000,0,20000,2250,3215,500,12000,2000
568,1000,0,20000,2250,3215,500,12000,2000
569,1000,0,20000,2250,3215,500,12000,2000
570,1000,0,20000,2250,3215,500,12000,2000
571,1000,0,20000,2250,3215,500,12000,2000
572,1000,0,20000,2250,3215,500,12000,2000
573,1000,0,20000,2250,3215,500,12000,2000
574,1000,0,20000,2250,3215,500,12000,2000
575,1000,0,20000,2250,3215,500,12000,2000
576,1000,0,20000,2250,3215,500,12000,2000
