Type,id,commodity,storage--commodity,storage--can_expand,storage--can_retire,storage--long_duration,storage--constraints--MinStorageOutflowConstraint,storage--constraints--StorageChargeDischargeRatioConstraint,storage--constraints--BalanceConstraint,storage--constraints--LongDurationStorageImplicitMinMaxConstraint,storage--min_outflow_fraction,storage--charge_discharge_ratio,edges--discharge_edge--commodity,edges--discharge_edge--unidirectional,edges--discharge_edge--has_capacity,edges--discharge_edge--can_expand,edges--discharge_edge--can_retire,edges--discharge_edge--constraints--CapacityConstraint,edges--discharge_edge--constraints--RampingLimitConstraint,edges--discharge_edge--end_vertex,edges--discharge_edge--capacity_size,edges--discharge_edge--existing_capacity,edges--discharge_edge--fixed_om_cost,edges--discharge_edge--ramp_down_fraction,edges--discharge_edge--ramp_up_fraction,edges--discharge_edge--efficiency,edges--discharge_edge--availability--timeseries--path,edges--discharge_edge--availability--timeseries--header,edges--inflow_edge--commodity,edges--inflow_edge--unidirectional,edges--inflow_edge--has_capacity,edges--inflow_edge--can_expand,edges--inflow_edge--can_retire,edges--inflow_edge--constraints--MustRunConstraint,edges--inflow_edge--start_vertex,edges--inflow_edge--efficiency,edges--inflow_edge--availability--timeseries--path,edges--inflow_edge--availability--timeseries--header,edges--spill_edge--commodity,edges--spill_edge--unidirectional,edges--spill_edge--can_expand,edges--spill_edge--can_retire,edges--spill_edge--has_capacity,edges--spill_edge--end_vertex,edges--residue_edge--commodity,edges--residue_edge--unidirectional,edges--residue_edge--has_capacity,edges--residue_edge--can_expand,edges--residue_edge--can_retire,edges--residue_edge--constraints--CapacityConstraint,edges--residue_edge--constraints--StorageDischargeLimitConstraint,edges--residue_edge--constraints--ResidueDischargeCapacitySyncConstraint,edges--residue_edge--end_vertex,edges--residue_edge--capacity_size,edges--residue_edge--existing_capacity,edges--residue_edge--investment_cost,edges--residue_edge--fixed_om_cost,edges--residue_edge--variable_om_cost,edges--residue_edge--efficiency,edges--residue_edge--availability--timeseries--path,edges--residue_edge--availability--timeseries--header
BiomassHarvest,BR_MT_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_MT,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_MT,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_MT,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_CW
BiomassHarvest,BR_MS_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_MS,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_MS,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_MS,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_CW
BiomassHarvest,BR_MG_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_MG,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_MG,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_MG,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_SE
BiomassHarvest,BR_PA_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_PA,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_PA,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_PA,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_N
BiomassHarvest,BR_PB_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_PB,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_PB,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_PB,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_NE
BiomassHarvest,BR_PR_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_PR,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_PR,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_PR,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_S
BiomassHarvest,BR_PE_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_PE,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_PE,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_PE,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_NE
BiomassHarvest,BR_PI_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_PI,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_PI,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_PI,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_NE
BiomassHarvest,BR_RJ_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_RJ,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_RJ,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_RJ,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_SE
BiomassHarvest,BR_RN_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_RN,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_RN,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_RN,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_NE
BiomassHarvest,BR_RS_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_RS,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_RS,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_RS,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_S
BiomassHarvest,BR_RO_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_RO,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_RO,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_RO,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_N
BiomassHarvest,BR_RR_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_RR,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_RR,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_RR,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_N
BiomassHarvest,BR_SC_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_SC,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_SC,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_SC,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_S
BiomassHarvest,BR_SP_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_SP,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_SP,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_SP,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_SE
BiomassHarvest,BR_SE_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_SE,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_SE,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_SE,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_NE
BiomassHarvest,BR_TO_soybean_harvest,Soybean,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_harvested_BR_TO,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_soybean_N,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_BR_TO,1,system/availability.csv,Availability_ch,Soybean,TRUE,FALSE,FALSE,FALSE,soybean_wasted_BR,Soybean,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,soybean_residue_processed_BR_TO,1,0,0,0,0,1,system/availability.csv,Availability_residue_soybean_N
BiomassHarvest,BR_AC_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_AC,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_AC,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_AC,1,0,0,0,0,1,system/availability.csv,Availability_residue_N
BiomassHarvest,BR_AL_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_AL,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_AL,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_AL,1,0,0,0,0,1,system/availability.csv,Availability_residue_NE
BiomassHarvest,BR_AP_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_AP,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_AP,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_AP,1,0,0,0,0,1,system/availability.csv,Availability_residue_N
BiomassHarvest,BR_AM_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_AM,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_AM,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_AM,1,0,0,0,0,1,system/availability.csv,Availability_residue_N
BiomassHarvest,BR_BA_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_BA,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_BA,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_BA,1,0,0,0,0,1,system/availability.csv,Availability_residue_NE
BiomassHarvest,BR_CE_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_CE,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_CE,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_CE,1,0,0,0,0,1,system/availability.csv,Availability_residue_NE
BiomassHarvest,BR_DF_sugarcane_harvest,Sugarcane,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_harvested_BR_DF,1,0,1,0.85,0.85,1,system/availability.csv,Availability_disch_N,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_BR_DF,1,system/availability.csv,Availability_ch,Sugarcane,TRUE,FALSE,FALSE,FALSE,sugarcane_wasted_BR,Sugarcane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,sugarcane_straw_processed_BR_DF,1,0,0,0,0,1,system/availability.csv,Availability_residue_CW
